Lag,ACF
0,1.0
1,0.9173916932577506
2,0.829133642451543
3,0.7668958053562848
4,0.715837366467452
5,0.6733286443376756
6,0.6438485367949671
7,0.6257417121635219
8,0.614668741670097
9,0.6106554228895127
10,0.6113274965202147
11,0.6126680569318302
12,0.6103824493693818
13,0.6019540422360795
14,0.5907566026564509
15,0.5797566586494886
16,0.5721690642994844
17,0.5709926065026902
18,0.5795568463733914
19,0.5951949321696798
20,0.6144738754934704
21,0.6370452528474009
22,0.6621249671744528
23,0.682883634927758
24,0.6888944364001561
25,0.6779711458008261
26,0.6521808879601426
27,0.6201873168529877
28,0.5888754985450483
29,0.5640971822825365
30,0.5457155464011545
31,0.5331973393577358
32,0.5307572610129986
33,0.532592322639492
34,0.5361826501155721
35,0.5377625303939096
36,0.5367324320275455
37,0.5288337382049085
38,0.5183672820353422
39,0.5092533801906207
40,0.5030265908863409
41,0.5028496430209516
42,0.5113621954615059
43,0.5269256118974374
44,0.5472678564855823
45,0.5704359470798922
46,0.5949569398684847
47,0.6141441894875216
48,0.6213901233274615
49,0.6127400125134773
50,0.591799432938355
51,0.5619161458874284
52,0.5307327092464983
53,0.5058557546429419
54,0.4895635579669153
55,0.4810788903642785
56,0.47835245385861497
57,0.4797530728422759
58,0.48448790881406384
59,0.4878380444939234
60,0.48583066825742255
61,0.47869870968867106
62,0.47010949541900654
63,0.46018298797502605
64,0.4535096953842155
65,0.45171169986065635
66,0.4573448987160424
67,0.4702399951954705
68,0.49144284343456
69,0.5176917388883423
70,0.5447799134675949
71,0.5636938895241961
72,0.5674282453031215
73,0.5545774094872262
74,0.5352942531183927
75,0.5107311057337767
76,0.4821321507547483
77,0.4582878218647106
78,0.444216760629628
79,0.43536379534848096
80,0.43278463760206065
81,0.43605527794423665
82,0.4419151398472717
83,0.4477078389903738
84,0.4500552799381751
85,0.44754199332588396
86,0.4425384929219456
87,0.4353909694414382
88,0.4304367640441542
89,0.4297371514702741
90,0.4352222492044893
91,0.4485402059959176
92,0.46889880555232144
93,0.49220476632231325
94,0.5142229727294689
95,0.5329670680228688
96,0.5388321231974149
97,0.5294993824451055
98,0.5101465405231916
99,0.4860108102695943
100,0.462489290776961
101,0.44310859632526534
102,0.4303026976012364
103,0.4244851025418768
104,0.42319330984511383
105,0.42507027162803185
106,0.42993033208870135
107,0.43533128068976024
108,0.43826605182515593
109,0.4352961351240758
110,0.42827202170330936
111,0.4210861621859184
112,0.4154888533315767
113,0.4141168965447321
114,0.4172574951060502
115,0.42798011159601335
116,0.44468400473100583
117,0.4648508930017958
118,0.48610863162960516
119,0.5043822194205534
120,0.5125031512944878
121,0.5028146502324835
122,0.4835772893982956
123,0.4607205225161467
124,0.4388262112570365
125,0.41944524454905324
126,0.40558708700154567
127,0.3984999004266526
128,0.3964159224665952
129,0.39919835181045943
130,0.40330021926296844
131,0.40723638602783563
132,0.408519695777148
133,0.40431079160165356
134,0.395932492646311
135,0.387106195406249
136,0.38242321687033254
137,0.3825925885434857
138,0.3872845726198963
139,0.39763745954668767
140,0.4147085690907346
141,0.43518548769980137
142,0.4570391811294713
143,0.4747122370595775
144,0.482079755230856
145,0.47765723457901177
146,0.46125505073279127
147,0.44005538896173985
148,0.4183753574333271
149,0.4014142528887994
150,0.3910555445364567
151,0.38578130656340465
152,0.3846476552977934
153,0.38864203996352603
154,0.3959814629297869
155,0.4025980644838662
156,0.4055602987833604
157,0.40562911091270715
158,0.4025411567503231
159,0.39851222294588
160,0.39364856871168236
161,0.39280465479541893
162,0.39721954843914603
163,0.40874116408323996
164,0.42504537395284436
165,0.4456420455402653
166,0.4679146508691078
167,0.4849533080017961
168,0.4929131283491142
169,0.48645605984344337
170,0.46986068016824134
171,0.4472388565449342
172,0.4248044998059156
