Lag,ACF
0,1.0
1,0.8750651043781861
2,0.7763107128224281
3,0.7082001472756427
4,0.6361688264408828
5,0.5754759436489205
6,0.5436126254242483
7,0.5159741605696654
8,0.5067245944143451
9,0.5058043041928514
10,0.5070735935799094
11,0.507764107375699
12,0.5101647024494612
13,0.49605523057708195
14,0.4786063862403189
15,0.4692875432226646
16,0.4625737236848113
17,0.4619774920700618
18,0.4765016977513946
19,0.49533215209596615
20,0.5348868439216048
21,0.5834408181050851
22,0.6293340038767339
23,0.6688054187099886
24,0.686417134719681
25,0.6661319225041507
26,0.625834170025121
27,0.5776681460252807
28,0.5303121853095906
29,0.4873107334048665
30,0.46099084467480406
31,0.44410468750211063
32,0.44213198502544127
33,0.44576658329550833
34,0.45436315402971955
35,0.46055860122926745
36,0.4642203912456701
37,0.45513310721195344
38,0.4427952910339233
39,0.4310915059181956
40,0.42085318591332604
41,0.4191282793627488
42,0.4315981431845427
43,0.44782998783034017
44,0.48185155370170507
45,0.5243758969698106
46,0.5665805178113501
47,0.5971378041029952
48,0.6132508201213508
49,0.5938929470955675
50,0.5604802334579869
51,0.5147486441134215
52,0.4706003357811917
53,0.4333436759976039
54,0.40585367158319985
55,0.3910157571042135
56,0.3899255216552226
57,0.39913468519299294
58,0.4073524571540871
59,0.41541416301322326
60,0.42169344119804275
61,0.4136705228185205
62,0.4020539414578125
63,0.39063491829182445
64,0.38529648993141125
65,0.38663281303429264
66,0.40033651166226913
67,0.4163295107852431
68,0.4490439522275704
69,0.48880174210715993
70,0.5345903366917525
71,0.5625448963946086
72,0.5745390775801763
73,0.5607473205792832
74,0.5251252168639746
75,0.48185620369650456
76,0.44014995298901183
77,0.40338033769577364
78,0.3779745036199954
79,0.36537910142628577
80,0.36682716353958256
81,0.3748607393911853
82,0.3865741847711939
83,0.3963749625692361
84,0.39512497803862867
85,0.38775330756775234
86,0.37685320271274375
87,0.3655282832948285
88,0.36006297392376846
89,0.3609804183282412
90,0.36771646074480313
91,0.3892413869150758
92,0.4237702130488704
93,0.4628365947611339
94,0.5030061771020345
95,0.5329591421437301
96,0.5449997045957308
97,0.5322271599309182
98,0.5030781054753651
99,0.45956791488394455
100,0.42364850961350053
101,0.3916136065354108
102,0.3696924951777341
103,0.36102011416654084
104,0.3626835961466087
105,0.3706278436531023
106,0.38279209284990523
107,0.39156497855979616
108,0.39481303125461004
109,0.3886881319597643
110,0.37912898992208843
111,0.3660858683387115
112,0.3550249141151142
113,0.3521028327516573
114,0.36047641435836614
115,0.38080650755115353
116,0.4111591820328898
117,0.4493274543394094
118,0.48981752335715945
119,0.5190108503631387
120,0.527246995602709
121,0.5150478080353492
122,0.48601630813398095
123,0.45007699529048945
124,0.40682166622205196
125,0.37708535757590905
126,0.3579186940677368
127,0.34867665862008146
128,0.3497069767702038
129,0.3590249888764792
130,0.37239946540043406
131,0.3815030080838374
132,0.3847520575209621
133,0.37889994026315915
134,0.3679741521759481
135,0.3552073269204778
136,0.3454634888552033
137,0.34283312391492465
138,0.3551285715250443
139,0.3748650319833165
140,0.40426644759090574
141,0.44155444904844315
142,0.48126729132040713
143,0.5124592339469791
144,0.5263145395716872
145,0.5170361209568588
146,0.48517466642924395
147,0.44249161796486675
148,0.40543130944522326
149,0.37105178439448344
150,0.3496699815037162
151,0.34144216588447307
152,0.34129558954453765
153,0.35196719097641643
154,0.3652418733978182
155,0.37250248847877143
156,0.3757555572680641
157,0.37282433481414246
158,0.3626055220271822
159,0.3516111381473512
160,0.3446486402842074
161,0.34127373970962593
162,0.35408415219402456
163,0.37302687849898414
164,0.40406790920417923
165,0.44441892301700303
166,0.4851355861953041
167,0.5158752140504718
168,0.5308477570066562
169,0.5208779199729497
170,0.49010789427438267
171,0.45233832903086585
172,0.4113195365604946
173,0.37779575008605376
174,0.357220597453161
175,0.3457493348457122
176,0.3436428478262861
177,0.35375907366156756
178,0.3648245751439336
179,0.37475679728628375
180,0.3801604276903194
181,0.375189946755588
182,0.36358420925614554
183,0.3541750218544687
184,0.34800012003272196
185,0.3482334438820222
186,0.36162295543072437
187,0.3830590779437778
188,0.4165823663010403
189,0.45697754683152353
190,0.49718540019365665
191,0.5258497775792078
192,0.5378924444759042
